feature1,feature2,feature3,anomaly_score,anomaly
54.96714153011233,26.60752634756389,106.96572495333636,0.2219817951144225,1
48.61735698828815,28.472502684731737,105.66647185071334,0.23163289370337692,1
56.47688538100692,27.013094694774285,81.26960308389017,0.20710384243463187,1
65.23029856408026,30.5520902347306,111.59168443527476,0.19356849764618478,1
47.65846625276664,35.98589265730956,70.19834648846764,0.16715424983259652,1
47.6586304305082,26.144789214293976,86.91631348479342,0.2228803773486095,1
65.79212815507391,35.00410248884207,60.01824374204384,0.07587684539782813,1
57.67434729152909,26.09163963826556,131.1725303392563,0.1439233714511819,1
45.30525614065048,25.761863937515574,95.36901012109408,0.21651760044278617,1
55.42560043585965,34.09297309171607,143.33768069632623,0.12013659145460243,1
45.365823071875376,34.60968189003808,116.0589985303899,0.19886529784254825,1
45.34270246429743,34.25704968381327,108.96196426702048,0.2172850535684534,1
52.41962271566034,23.42101295890929,88.27544611438002,0.19297123127713295,1
30.86719755342202,27.670245109639747,79.0729992862516,0.12628124912922795,1
32.75082167486967,34.114942960016606,110.4594314779389,0.1582084926389437,1
44.37712470759027,30.207709202819476,98.56971981454036,0.2281174185949632,1
39.87168879665576,24.63153576901268,73.21459369029398,0.1507039990254358,1
53.142473325952736,32.29158969562721,69.66283166983362,0.19278429360432708,1
40.91975924478789,26.425963705042648,80.82592541712833,0.19951142288775653,1
35.87696298664709,38.97262424196106,136.4193445053246,0.06241870310033559,1
64.65648768921554,37.724207312091295,144.26555836022607,0.0428673330911461,1
47.74223699513465,33.020487131777834,104.0997829461782,0.23499756654005383,1
50.67528204687924,36.80503352384887,102.97885592482577,0.20669227047470323,1
35.75251813786544,30.323956750616905,93.27359256340958,0.2004242939982237,1
44.556172754748175,33.82718747187508,81.31029303380996,0.21156343288548918,1
51.10922589709866,37.38860147651037,127.50358115214487,0.16175541887088446,1
38.490064225776976,31.227493408971565,137.47152787794272,0.1273078477438076,1
53.75698018345672,28.72406414242858,82.1316182832143,0.22031802519121318,1
43.99361310081195,21.476890209114423,98.34323243150796,0.15668747154441626,1
47.08306250206724,29.58433237139253,91.00267398579663,0.23402889557003953,1
43.98293387770603,34.11711592281156,91.59521850270046,0.2209318520635697,1
68.52278184508938,34.72816713783815,123.71816510859723,0.10820774722919213,1
49.86502775262066,32.52182532859205,73.76076909267756,0.21019689646179568,1
39.422890710441,27.2935045251888,109.32939381872612,0.20927119644350983,1
58.225449121031886,20.11589215526205,114.56476214611732,0.11636616690612334,1
37.791563500289776,27.523924509976325,97.15697652796362,0.2055103264925895,1
52.08863595004755,28.478275644730243,117.86135653973544,0.2144514285571119,1
30.403298761202244,28.43535516404993,102.953036810749,0.14825245331254233,1
36.71813951101569,33.092781784889624,124.34259842312224,0.14880839108271893,1
51.96861235869123,39.9283820550742,69.55589390148292,0.09762528044711227,1
57.38466579995411,30.617646009205465,93.0244947798626,0.22895555887245822,1
51.7136828118997,28.916341054217693,98.5637371429793,0.2344402343082811,1
48.8435171761176,28.703890934979537,46.555852310573016,0.07845755736260718,1
46.98896304410711,30.62192383453857,78.28094532842931,0.21437065615863293,1
35.214780096325725,25.858531198258007,83.72801491282428,0.15682369915271982,1
42.801557916052914,30.600992793730278,118.964119896467,0.1997636428811218,1
45.393612290402125,32.254061681659,85.86313307370798,0.22353034251762433,1
60.57122226218915,31.04843031787244,83.63842025388045,0.19455337093365738,1
53.43618289568462,32.28770967002391,116.34971561312383,0.21521533727503517,1
32.36959844637266,32.168738046742675,67.64178708419891,0.11226521709991555,1
53.24083969394795,21.14051658876778,58.57511865112856,0.06983148134690775,1
